"","Proveedor","Rut_RBD","Id_Reg","Id_Prov","Id_Com","Región","Provincia","Comuna","Raz_Soc","Dirección","Fono","Mail","Web","SIGLA_SEDE","Tipo_Insti","Clas_CFT_I","Area","Dependenci","Rut_Sost","Sostenedor","Niv_Ens","Esp_concat","Sigla","Nom_Establ","Coor_OTEC","Fono_OTEC","Enc_Establ","Fono_Estab","Clas_Prove","Cla_Ot_RN","Cla_Ot_RE","Cla_cft_IP","Cla_LTP","LAT_Y_2018","LON_X_2018","F36","OBJECTID","geometry"
"565","Liceos Técnicos Profesionales","25790",13,131,13119,"Metropolitana","Santiago","Maipú","Colegio Poliv. Diego Portales De Maipu","Avenida Cuatro Poniente 2115","225 149 233","colegiodiegoportales@yahoo.es","diegoportalesmaipu.blogspot.com"," "," "," ","URBANO","Particular Subvencionado","65112458","Corporacion Educacional Aula Nueva"," ","Contabilidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.509722,-70.790334," ",1043,c(-70.7903344297901, -33.5097215602018)
"566","Liceos Técnicos Profesionales","9164",13,131,13122,"Metropolitana","Santiago","Peñalolén","Liceo Politec.Particular Carmen Arriaran","Departamental 2718","222 862 340","directorcarmenarriaran@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","65068975","Fundacion Educacional Liceo Carmen Arriaran"," ","Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.50972,-70.586727," ",1044,c(-70.5867269895589, -33.5097195097475)
"567","Liceos Técnicos Profesionales","9957",13,131,13119,"Metropolitana","Santiago","Maipú","Liceo Industrial Alberto Widmer","Camino Rinconada 816","225 346 116","mnunez@albertowidmer.cl","www.albertowidmer.cl"," "," "," ","URBANO","Particular Subvencionado","70724800","Sociedad Educ.Alberto Widmer Ltda."," ","Mecánica Automotriz- Mecánica de mantención de aeronaves- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.509715,-70.767391," ",1045,c(-70.7673911703662, -33.5097145499864)
"568","Liceos Técnicos Profesionales","9867",13,131,13119,"Metropolitana","Santiago","Maipú","Centro De Educ. Tecn.Profesional Codeduc","Av. Segunda Transversal 1900","225 852 312","mariela.munoz@codeduc.cl","www.colegioctp.cl"," "," "," ","URBANO","Municipal","71309800","Corp.Munic.Serv.Y Des. Social Maipu."," ","Electricidad- Telecomunicaciones- Gastronomía"," "," "," "," "," "," ",3," "," ",0,"1",-33.509559,-70.747255," ",1046,c(-70.7472551797827, -33.509559239767)
"569","Liceos Técnicos Profesionales","9472",13,131,13130,"Metropolitana","Santiago","San Miguel","Liceo Politecnico San Luis","Gran Avenida.Jose Miguel Carrera 5941","225 211 093","liceo.politecnico.sanluis@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","78056030","Sociedad Educ.Politecnico San Luis Ltda"," ","Contabilidad- Administración- Electrónica- Atención de Párvulos- Atención de Enfermería- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.509248,-70.65673," ",1047,c(-70.6567303399332, -33.5092482901764)
"570","Liceos Técnicos Profesionales","9889",13,131,13119,"Metropolitana","Santiago","Maipú","Liceo Reino De Dinamarca","German Greves 265","225 852 332","maritza.soto@codeduc.cl"," "," "," "," ","URBANO","Municipal","71309800","Corp.Munic.Serv.Y Des. Social Maipu."," ","Atención de Párvulos- Atención de Enfermería"," "," "," "," "," "," ",3," "," ",0,"1",-33.508778,-70.827581," ",1048,c(-70.8275809998632, -33.5087779996049)
"571","Liceos Técnicos Profesionales","9690",13,131,13116,"Metropolitana","Santiago","Lo Espejo","Centro Duc.Cardenal Jose Maria Caro","Cardenal Caro 3745","224 288 853","lcardenalcaro@hotmail.com"," "," "," "," ","URBANO","Municipal","69255100","Ilustre Municipalidad De Lo Espejo"," ","Administración- Mecánica Automotriz"," "," "," "," "," "," ",3," "," ",0,"1",-33.508317,-70.693286," ",1049,c(-70.6932861902055, -33.5083166204157)
"572","Liceos Técnicos Profesionales","9579",13,131,13129,"Metropolitana","Santiago","San Joaquín","Liceo Industrial De San Miguel Agustin Ed","Departamental 285","225 251 547","aeross@liceosofofa.cl","www.liceoaer.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","70417500","Corporación De Capacitación Y Empleo Sofofa"," ","Construcciones Metálicas- Mecánica Industrial- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.506933,-70.632341," ",1050,c(-70.6323411199467, -33.506933310224)
"573","Liceos Técnicos Profesionales","9410",13,131,13121,"Metropolitana","Santiago","Pedro Aguirre Cerda","Escuela  Consolidada Davila","Jose Joaquin Prieto 6075","223 965 840","escuela.consolidada.davila@gmail.com"," "," "," "," ","URBANO","Municipal","69254900","I. Municipalidad Pedro Aguirre Cerda"," ","Construcciones Metálicas- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.506656,-70.669656," ",1051,c(-70.6696557201353, -33.5066560096671)
"574","Liceos Técnicos Profesionales","9105",13,131,13122,"Metropolitana","Santiago","Peñalolén","Centro Educacional Eduardo De La Barra","Calle A 6301","229 397 850","rortiz.montero@cormup.cl","www.ceeb.cl"," "," "," ","URBANO","Municipal","71234100","Corporacion Municipal De Penalolen"," ","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.505627,-70.567523," ",1052,c(-70.5675225401331, -33.5056265800026)
"575","Liceos Técnicos Profesionales","9945",13,131,13119,"Metropolitana","Santiago","Maipú","Colegio Heroes De Maipu","Republica 2375","225 323 256","info@colegioheroesdemaipu.cl","www.heroesdemaipu.cl"," "," "," ","URBANO","Particular Subvencionado","76049162","Sociedad Educacional Elena Contreras Limitada"," ","Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.504055,-70.767173," ",1053,c(-70.7671735002568, -33.5040554401064)
"576","Liceos Técnicos Profesionales","9947",13,131,13102,"Metropolitana","Santiago","Cerrillos","Colegio Industrial Part. Don Orione","Av. Pedro Aguirre Cerda 7335","225 575 694","eiorione@gmail.com","www.colegiodonorione.cl"," "," "," ","URBANO","Particular Subvencionado","65081958","Fundación  Educacional Colegio  Don  Orione"," ","Mecánica Industrial- Electricidad- Dibujo Técnico"," "," "," "," "," "," ",3," "," ",0,"1",-33.503605,-70.712019," ",1054,c(-70.7120188103198, -33.503605440039)
"577","Liceos Técnicos Profesionales","9864",13,131,13119,"Metropolitana","Santiago","Maipú","Liceo Jose Ignacio Zenteno","Victoria 2400","225 852 316","luis.pino@codeduc.cl"," "," "," "," ","URBANO","Municipal","71309800","Corp.Munic.Serv.Y Des. Social Maipu."," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.503402,-70.769155," ",1055,c(-70.7691548802935, -33.5034017301057)
"578","Liceos Técnicos Profesionales","9694",13,131,13121,"Metropolitana","Santiago","Pedro Aguirre Cerda","Instituto Comercial Padre Alberto Hurtado De Pedro Aguirre Cerda","Clotario Blest 6055","225 211 085","director@comercialpadrehurtado.cl"," "," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71499900","Fund. Nacional Del Comercio Para La Educacion"," ","Contabilidad- Administración- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.502091,-70.681563," ",1056,c(-70.6815626298115, -33.5020912497114)
"579","Liceos Técnicos Profesionales","9686",13,131,13121,"Metropolitana","Santiago","Pedro Aguirre Cerda","Liceo Técnico Clotario Blest Riffo","Calle Caren 3250","225 219 151","clotarioblest@comeduc.cl"," "," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71499900","Fund. Nacional Del Comercio Para La Educacion"," ","Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.501648,-70.681631," ",1057,c(-70.6816314900012, -33.5016484604081)
"580","Liceos Técnicos Profesionales","24626",13,131,13119,"Metropolitana","Santiago","Maipú","Complejo Educacional Alberto Widmer","Avenida Los Pajaritos 2803","225 313 431","ceaw@albertowidmer.cl","www.albertowidmer.cl"," "," "," ","URBANO","Particular Subvencionado","70724800","Sociedad Educ.Alberto Widmer Ltda."," ","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.501598,-70.757157," ",1058,c(-70.7571567595767, -33.5015981901043)
"581","Liceos Técnicos Profesionales","9799",13,131,13121,"Metropolitana","Santiago","Pedro Aguirre Cerda","Complejo Educ.Part.Monsenor Luis A.Perez","Avenida Central 6234","225 229 124","laperez@secst.cl","www.cemlap.cl"," "," "," ","URBANO","Particular Subvencionado","82882600","Soc.Esc.Catolicas Santo Tomas De Aquino"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.501082,-70.689273," ",1059,c(-70.6892734799871, -33.5010823596631)
"582","Liceos Técnicos Profesionales","9411",13,131,13129,"Metropolitana","Santiago","San Joaquín","Centro Educacional Horacio Aravena A.","Ureta Cox 401","225 522 383","cemhaa@gmail.com"," "," "," "," ","URBANO","Municipal","71455500","Corp.De Desarrollo Social De San Joaquin"," ","Administración- Telecomunicaciones- Servicio de Turismo- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.500662,-70.63455," ",1060,c(-70.6345495401291, -33.5006619598815)
"583","Liceos Técnicos Profesionales","9897",13,131,13119,"Metropolitana","Santiago","Maipú","Liceo Politecnico Particular Hannover","Dos Norte 22","226 611 402","hannover@edutec.cl","www.redalmamater.cl"," "," "," ","URBANO","Particular Subvencionado","79525150","Sociedad Educacional Edutec Limitada"," ","Contabilidad- Electrónica- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.499425,-70.744339," ",1061,c(-70.7443386496089, -33.4994248003142)
"584","Liceos Técnicos Profesionales","9487",13,131,13130,"Metropolitana","Santiago","San Miguel","Escuela Industrial Part. Lautaro","San Nicolas 1154","225 170 321","borisquirozg@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","78538640","Sociedad Educacional Ltda."," ","Mecánica Automotriz"," "," "," "," "," "," ",3," "," ",0,"1",-33.499152,-70.654952," ",1062,c(-70.6549520798745, -33.4991523102309)
"585","Liceos Técnicos Profesionales","9865",13,131,13102,"Metropolitana","Santiago","Cerrillos","Liceo Polivalente Dr. Luis Vargas Salcedo","Calle Dr. Luis Vargas Salcedo 1720","225 571 959","liceolvs@gmail.com"," "," "," "," ","URBANO","Municipal","69255000","Ilustre Municipalidad De Cerrillos"," ","Refrigeración y Climatización- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.498959,-70.730978," ",1063,c(-70.7309777097535, -33.4989587203686)
"586","Liceos Técnicos Profesionales","9900",13,131,13102,"Metropolitana","Santiago","Cerrillos","Politecnico Aleman Albert Einstein","Lo Errazuriz 800","225 573 861","contacto@politecnicoaleman.cl"," "," "," "," ","URBANO","Particular Subvencionado","76390066","Sociedad Educacional Galvarino Ltda."," ","Contabilidad- Administración- Mecánica Automotriz- Electrónica- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.497112,-70.719373," ",1064,c(-70.7193734102547, -33.4971115398656)
"587","Liceos Técnicos Profesionales","9581",13,131,13130,"Metropolitana","Santiago","San Miguel","Liceo Tecnico A-100 De San Miguel","Gran Avenida Jose Miguel Carrera 4688","227 637 910","liceo.a100@romanosxii.org","www.liceotecnicoa100sanmiguel.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71878500","Fundación De Solidaridad Romanos Xii"," ","Vestuario y Confección Textil- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.496863,-70.652719," ",1065,c(-70.6527186000833, -33.496862760408)
"588","Liceos Técnicos Profesionales","9695",13,131,13121,"Metropolitana","Santiago","Pedro Aguirre Cerda","Liceo Polivalente Eugenio Pereira Salas","Cooperacion, Población Lo Valledor Norte 4581","224 813 187","eugeniopereirasalas@gmail.com","www.noexiste.cl"," "," "," ","URBANO","Municipal","69254900","I. Municipalidad Pedro Aguirre Cerda"," ","Dibujo Técnico- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.494721,-70.683312," ",1066,c(-70.6833115503877, -33.4947205600058)
"589","Liceos Técnicos Profesionales","9075",13,131,13118,"Metropolitana","Santiago","Macul","Complejo Educ. Joaquin Edwards Bello.","Avda. Macul 4301","222 211 418","joaquin.edwards.bello@corpomunimacul.cl","www.webmail.corpomunimacul.cl"," "," "," ","URBANO","Municipal","71369900","Corporacion De Desarrollo Social Macul"," ","Contabilidad- Electrónica- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.493592,-70.599984," ",1067,c(-70.599984060416, -33.4935919800858)
"590","Liceos Técnicos Profesionales","9409",13,131,13130,"Metropolitana","Santiago","San Miguel","Liceo Comercial Instituto Superior De Comercio De Chile (Ex A99)","Alvarez De Toledo 1060","225 546 461","vevo777@yahoo.com","www.insucochile.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","70729100","Universidad Tecnológica Metropolitana"," ","Contabilidad- Administración- Atención de Enfermería- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.490156,-70.650649," ",1068,c(-70.6506494003495, -33.4901558396203)
"591","Liceos Técnicos Profesionales","9407",13,131,13130,"Metropolitana","Santiago","San Miguel","Escuela De La Industria Grafica Hector Go","Florencia 1442","225 564 543","mbetancourtt@educagrafica.cl"," "," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71364800","Corporación De Educación De Las Artes Gráficas Y Afines"," ","Gráfica"," "," "," "," "," "," ",3," "," ",0,"1",-33.489362,-70.657749," ",1069,c(-70.6577486602724, -33.4893624397247)
"592","Liceos Técnicos Profesionales","9474",13,131,13130,"Metropolitana","Santiago","San Miguel","Instit.Polit.San Miguel Arcangel","Gran Avenida José Miguel Carrera 3592","225 511 128","mperez@fmachile.org","ipsmafmachile.org"," "," "," ","URBANO","Particular Subvencionado","70083600","Congregacion Instituto Hijas De Maria Auxiliadora"," ","Contabilidad- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.487367,-70.650236," ",1070,c(-70.6502357904494, -33.4873673000608)
"593","Liceos Técnicos Profesionales","25783",13,131,13129,"Metropolitana","Santiago","San Joaquín","Colegio Poliv. Arzobispo Manuel Vicuna","Av. Jorge Canning 660","225 512 837","mtorres@beleneduca.cl","www.beleneduca.cl"," "," "," ","URBANO","Particular Subvencionado","74805100","Fundacion Educacion Belen"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.487201,-70.639877," ",1071,c(-70.6398772696203, -33.4872012096681)
"594","Liceos Técnicos Profesionales","25028",13,131,13122,"Metropolitana","Santiago","Peñalolén","Centro Educ. Diego De Almagro","Los Presidentes 6922","229 580 921","sergiocordero54@gmail.com","www.dalmagro.cl"," "," "," ","URBANO","Particular Subvencionado","78542500","Sociedad Bustamante Y Compania Limitada7"," ","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-33.484359,-70.563803," ",1072,c(-70.5638033596373, -33.4843592998418)
"595","Liceos Técnicos Profesionales","9408",13,131,13129,"Metropolitana","Santiago","San Joaquín","Liceo Politecnico De San Joaquin","Santa Rosa 3050","225 512 549","liceo.b98@romanosxii.org","www.liceopolitecnicosanjoaquin.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71878500","Fundación De Solidaridad Romanos Xii"," ","Mecánica Automotriz- Mecánica Industrial- Electricidad- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.483647,-70.641021," ",1073,c(-70.6410208097625, -33.4836471303108)
"596","Liceos Técnicos Profesionales","9172",13,131,13118,"Metropolitana","Santiago","Macul","Colegio Poliv. Rocket College","Los Limoneros 4201","222 724 786","sole.ortuzar@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","76161432","Soc. Educacional Ortuzar S.A."," ","Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-33.480969,-70.588339," ",1074,c(-70.5883393903505, -33.4809685598511)
"597","Liceos Técnicos Profesionales","9861",13,131,13106,"Metropolitana","Santiago","Estación Central","Centro Educ.Munic. Dr. Amador Nechme R.","Avda. Cinco De Abril 4710","227 414 209","marialuisapizarro@vtr.net"," "," "," "," ","URBANO","Municipal","69254300","Ilustre Municipalidad Estacion Central"," ","Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-33.472223,-70.720641," ",1075,c(-70.720641000182, -33.4722230000913)
"598","Liceos Técnicos Profesionales","24685",13,131,13106,"Metropolitana","Santiago","Estación Central","Colegio Piamarta","Santa Corina 660","227 411 573","ericamendoza@piamarta.cl","www.colegiopiamarta.cl"," "," "," ","URBANO","Particular Subvencionado","72725600","Fundacion Juan Piamarta"," ","Administración- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.471707,-70.725516," ",1076,c(-70.7255161701351, -33.4717065500172)
"599","Liceos Técnicos Profesionales","8657",13,131,13106,"Metropolitana","Santiago","Estación Central","Colegio San Alberto","Santa Teresa 1785","227 784 664","marcelo.parra@sanalberto.cl","sanalberto.cl"," "," "," ","URBANO","Particular Subvencionado","74290100","Fundacion Educacional Loyola"," ","Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-33.470747,-70.691858," ",1077,c(-70.6918582997207, -33.4707465102432)
"600","Liceos Técnicos Profesionales","12217",13,131,13120,"Metropolitana","Santiago","Ñuñoa","Centro Politecnico Particular De Nunoa","Calle Nueva 1781","222 712 309","centropolitecniconunoa@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","76028402","Sociedad Educacional San Antonio Limitada"," ","Contabilidad- Administración- Electrónica- Química Industrial- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-33.470421,-70.579665," ",1078,c(-70.5796649795551, -33.4704214098202)
